"Date Reported","Region","Borough/Census Area","Community","All Cases"
05/13/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
05/13/2021,Interior,Fairbanks North Star Borough,Fairbanks,8
05/13/2021,Interior,Fairbanks North Star Borough,North Pole,1
05/13/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,3
05/13/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,14
05/13/2021,Northern,Northwest Arctic Borough,Other,1
05/13/2021,Southeast,Juneau City and Borough,Juneau,3
05/13/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,25
05/13/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
05/13/2021,Southeast,Yakutat plus Hoonah-Angoon,Other,7
05/13/2021,Southwest,Bethel Census Area,Other,5
05/13/2021,Southwest,Kusilvak Census Area,Hooper Bay,2
05/13/2021,Southwest,Kusilvak Census Area,Other,2
05/14/2021,Anchorage,Anchorage Municipality,Anchorage,14
05/14/2021,Anchorage,Anchorage Municipality,Chugiak,1
05/14/2021,Anchorage,Anchorage Municipality,Eagle River,2
05/14/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
05/14/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
05/14/2021,Interior,Fairbanks North Star Borough,Other,1
05/14/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,2
05/14/2021,Interior,Southeast Fairbanks Census Area,Tok,1
05/14/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/14/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
05/14/2021,Northern,Nome Census Area,Nome,1
05/14/2021,Southeast,Juneau City and Borough,Juneau,1
05/14/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,6
05/14/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
05/14/2021,Southeast,Sitka City and Borough,Sitka,2
05/15/2021,Anchorage,Anchorage Municipality,Anchorage,10
05/15/2021,Anchorage,Anchorage Municipality,Eagle River,3
05/15/2021,Gulf Coast,Chugach Census Area,Other,1
05/15/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
05/15/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
05/15/2021,Interior,Fairbanks North Star Borough,North Pole,1
05/15/2021,Interior,Fairbanks North Star Borough,Other,2
05/15/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
05/15/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
05/15/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
05/15/2021,Southeast,Juneau City and Borough,Juneau,1
05/15/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,8
05/15/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
05/15/2021,Southeast,Sitka City and Borough,Sitka,1
05/16/2021,Anchorage,Anchorage Municipality,Anchorage,10
05/16/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/16/2021,Gulf Coast,Chugach Census Area,Other,18
05/16/2021,Gulf Coast,Kenai Peninsula Borough,Seward,3
05/16/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
05/16/2021,Interior,Fairbanks North Star Borough,Fairbanks,3
05/16/2021,Interior,Fairbanks North Star Borough,North Pole,3
05/16/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
05/16/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
05/16/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,2
05/16/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,4
05/16/2021,Southwest,Bristol Bay plus Lake and Peninsula,Other,1
05/17/2021,Anchorage,Anchorage Municipality,Anchorage,18
05/17/2021,Anchorage,Anchorage Municipality,Eagle River,2
05/17/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
05/17/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
05/17/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
05/17/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
05/17/2021,Interior,Fairbanks North Star Borough,Fairbanks,3
05/17/2021,Interior,Fairbanks North Star Borough,North Pole,1
05/17/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
05/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
05/17/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,3
05/17/2021,Northern,Nome Census Area,Nome,1
05/17/2021,Southeast,Juneau City and Borough,Juneau,3
05/17/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,6
05/17/2021,Southwest,Bethel Census Area,Bethel,1
05/17/2021,Southwest,Bethel Census Area,Other,1
05/18/2021,Anchorage,Anchorage Municipality,Anchorage,16
05/18/2021,Anchorage,Anchorage Municipality,Chugiak,1
05/18/2021,Anchorage,Anchorage Municipality,Eagle River,2
05/18/2021,Gulf Coast,Chugach Census Area,Other,8
05/18/2021,Gulf Coast,Kenai Peninsula Borough,Anchor Point,1
05/18/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
05/18/2021,Gulf Coast,Kenai Peninsula Borough,Sterling,1
05/18/2021,Interior,Fairbanks North Star Borough,Ester,2
05/18/2021,Interior,Fairbanks North Star Borough,Fairbanks,9
05/18/2021,Interior,Fairbanks North Star Borough,North Pole,2
05/18/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/18/2021,Interior,Southeast Fairbanks Census Area,Tok,1
05/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,6
05/18/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,9
05/18/2021,Southeast,Juneau City and Borough,Juneau,1
05/18/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,13
05/18/2021,Southeast,Ketchikan Gateway Borough,Other,1
05/18/2021,Southeast,Petersburg Borough,Petersburg,1
05/18/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,2
05/18/2021,Southeast,Prince of Wales-Hyder Census Area,Other,2
05/18/2021,Southeast,Sitka City and Borough,Sitka,1
05/18/2021,Southwest,Aleutians East Borough,Other,1
05/18/2021,Southwest,Bethel Census Area,Other,2
05/18/2021,Southwest,Dillingham Census Area,Dillingham,1
05/18/2021,Southwest,Kusilvak Census Area,Hooper Bay,4
05/19/2021,Anchorage,Anchorage Municipality,Anchorage,16
05/19/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/19/2021,Gulf Coast,Kenai Peninsula Borough,Homer,3
05/19/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
05/19/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
05/19/2021,Gulf Coast,Kenai Peninsula Borough,Sterling,1
05/19/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
05/19/2021,Interior,Denali Borough,Healy,2
05/19/2021,Interior,Fairbanks North Star Borough,Fairbanks,12
05/19/2021,Interior,Fairbanks North Star Borough,North Pole,2
05/19/2021,Interior,Fairbanks North Star Borough,Salcha,1
05/19/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,3
05/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
05/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,7
05/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
05/19/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
05/19/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,9
05/19/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,3
05/19/2021,Southwest,Kusilvak Census Area,Hooper Bay,7
05/20/2021,Anchorage,Anchorage Municipality,Anchorage,12
05/20/2021,Anchorage,Anchorage Municipality,Eagle River,3
05/20/2021,Gulf Coast,Chugach Census Area,Other,1
05/20/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
05/20/2021,Interior,Denali Borough,Healy,1
05/20/2021,Interior,Fairbanks North Star Borough,Fairbanks,7
05/20/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,2
05/20/2021,Interior,Southeast Fairbanks Census Area,Other,3
05/20/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
05/20/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,8
05/20/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
05/20/2021,Northern,Nome Census Area,Nome,1
05/20/2021,Southeast,Juneau City and Borough,Juneau,2
05/20/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,8
05/20/2021,Southeast,Ketchikan Gateway Borough,Other,1
05/20/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,7
05/20/2021,Southeast,Prince of Wales-Hyder Census Area,Other,1
05/20/2021,Southeast,Sitka City and Borough,Sitka,1
05/20/2021,Southwest,Aleutians West Census Area,Unalaska,1
05/20/2021,Southwest,Bethel Census Area,Other,1
05/20/2021,Southwest,Kusilvak Census Area,Other,1
05/21/2021,Anchorage,Anchorage Municipality,Anchorage,8
05/21/2021,Anchorage,Anchorage Municipality,Eagle River,4
05/21/2021,Gulf Coast,Chugach Census Area,Other,2
05/21/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
05/21/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
05/21/2021,Gulf Coast,Kenai Peninsula Borough,Sterling,1
05/21/2021,Interior,Fairbanks North Star Borough,Fairbanks,6
05/21/2021,Interior,Fairbanks North Star Borough,Other,1
05/21/2021,Interior,Southeast Fairbanks Census Area,Other,1
05/21/2021,Interior,Southeast Fairbanks Census Area,Tok,1
05/21/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/21/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
05/21/2021,Northern,Nome Census Area,Nome,1
05/21/2021,Northern,Northwest Arctic Borough,Kotzebue,1
05/21/2021,Southeast,Juneau City and Borough,Juneau,3
05/21/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,6
05/21/2021,Southeast,Sitka City and Borough,Sitka,1
05/22/2021,Anchorage,Anchorage Municipality,Anchorage,4
05/22/2021,Anchorage,Anchorage Municipality,Eagle River,2
05/22/2021,Gulf Coast,Copper River Census Area,Other,1
05/22/2021,Gulf Coast,Kenai Peninsula Borough,Other North,1
05/22/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
05/22/2021,Interior,Denali Borough,Healy,1
05/22/2021,Interior,Southeast Fairbanks Census Area,Tok,2
05/22/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/22/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
05/22/2021,Southeast,Juneau City and Borough,Juneau,1
05/22/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,7
05/22/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,4
05/22/2021,Southwest,Kusilvak Census Area,Hooper Bay,2
05/23/2021,Anchorage,Anchorage Municipality,Anchorage,5
05/23/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/23/2021,Interior,Fairbanks North Star Borough,Fairbanks,2
05/23/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/23/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
05/23/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,3
05/23/2021,Southeast,Prince of Wales-Hyder Census Area,Other,1
05/24/2021,Anchorage,Anchorage Municipality,Anchorage,12
05/24/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/24/2021,Gulf Coast,Kenai Peninsula Borough,Anchor Point,1
05/24/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
05/24/2021,Interior,Fairbanks North Star Borough,Fairbanks,7
05/24/2021,Interior,Fairbanks North Star Borough,North Pole,2
05/24/2021,Interior,Fairbanks North Star Borough,Salcha,1
05/24/2021,Interior,Yukon-Koyukuk Census Area,Other,3
05/24/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/24/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
05/24/2021,Southeast,Juneau City and Borough,Juneau,2
05/24/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,1
05/24/2021,Southwest,Aleutians West Census Area,Unalaska,1
05/24/2021,Southwest,Bethel Census Area,Other,1
05/25/2021,Anchorage,Anchorage Municipality,Anchorage,17
05/25/2021,Gulf Coast,Chugach Census Area,Other,1
05/25/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
05/25/2021,Gulf Coast,Kodiak Island Borough,Kodiak,5
05/25/2021,Interior,Fairbanks North Star Borough,Fairbanks,5
05/25/2021,Interior,Fairbanks North Star Borough,North Pole,1
05/25/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/25/2021,Interior,Southeast Fairbanks Census Area,Other,1
05/25/2021,Interior,Southeast Fairbanks Census Area,Tok,8
05/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
05/25/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
05/25/2021,Southeast,Juneau City and Borough,Juneau,1
05/25/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,7
05/25/2021,Southeast,Petersburg Borough,Petersburg,1
05/25/2021,Southeast,Prince of Wales-Hyder Census Area,Other,1
05/25/2021,Southeast,Sitka City and Borough,Sitka,3
05/25/2021,Southeast,Yakutat plus Hoonah-Angoon,Other,2
05/25/2021,Southwest,Bethel Census Area,Bethel,1
05/25/2021,Southwest,Bethel Census Area,Other,1
05/26/2021,Anchorage,Anchorage Municipality,Anchorage,9
05/26/2021,Anchorage,Anchorage Municipality,Chugiak,2
05/26/2021,Anchorage,Anchorage Municipality,Eagle River,2
05/26/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
05/26/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
05/26/2021,Interior,Fairbanks North Star Borough,Fairbanks,5
05/26/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/26/2021,Interior,Southeast Fairbanks Census Area,Other,1
05/26/2021,Interior,Southeast Fairbanks Census Area,Tok,1
05/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
05/26/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
05/26/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,7
05/26/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
05/26/2021,Southeast,Sitka City and Borough,Sitka,1
05/26/2021,Southwest,Aleutians West Census Area,Unalaska,1
05/26/2021,Southwest,Bethel Census Area,Bethel,1
05/26/2021,Southwest,Kusilvak Census Area,Hooper Bay,1
05/26/2021,Southwest,Kusilvak Census Area,Other,1
05/27/2021,Anchorage,Anchorage Municipality,Anchorage,10
05/27/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/27/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
05/27/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
05/27/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
05/27/2021,Interior,Fairbanks North Star Borough,Fairbanks,3
05/27/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/27/2021,Interior,Southeast Fairbanks Census Area,Tok,3
05/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
05/27/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,3
05/27/2021,Northern,North Slope Borough,Utqiagvik,1
05/27/2021,Southeast,Juneau City and Borough,Juneau,3
05/27/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,2
05/27/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
05/27/2021,Southeast,Prince of Wales-Hyder Census Area,Other,1
05/27/2021,Southwest,Aleutians West Census Area,Unalaska,1
05/27/2021,Southwest,Bethel Census Area,Other,1
05/27/2021,Southwest,Kusilvak Census Area,Chevak,1
05/27/2021,Southwest,Kusilvak Census Area,Hooper Bay,4
05/27/2021,Southwest,Kusilvak Census Area,Other,1
05/28/2021,Anchorage,Anchorage Municipality,Anchorage,9
05/28/2021,Anchorage,Anchorage Municipality,Eagle River,1
05/28/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,1
05/28/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
05/28/2021,Interior,Denali Borough,Healy,1
05/28/2021,Interior,Fairbanks North Star Borough,Fairbanks,5
05/28/2021,Interior,Fairbanks North Star Borough,Salcha,1
05/28/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,2
05/28/2021,Interior,Southeast Fairbanks Census Area,Other,3
05/28/2021,Interior,Southeast Fairbanks Census Area,Tok,2
05/28/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/28/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,2
05/28/2021,Northern,Nome Census Area,Other,1
05/28/2021,Southeast,Juneau City and Borough,Juneau,3
05/28/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,4
05/28/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,2
05/28/2021,Southeast,Prince of Wales-Hyder Census Area,Other,3
05/28/2021,Southwest,Kusilvak Census Area,Hooper Bay,1
05/29/2021,Anchorage,Anchorage Municipality,Anchorage,5
05/29/2021,Anchorage,Anchorage Municipality,Girdwood,1
05/29/2021,Interior,Fairbanks North Star Borough,North Pole,1
05/29/2021,Interior,Southeast Fairbanks Census Area,Tok,3
05/29/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
05/29/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,3
05/30/2021,Anchorage,Anchorage Municipality,Anchorage,4
05/30/2021,Anchorage,Anchorage Municipality,Chugiak,1
05/30/2021,Gulf Coast,Copper River Census Area,Other,1
05/30/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
05/30/2021,Interior,Fairbanks North Star Borough,Fairbanks,3
05/30/2021,Interior,Fairbanks North Star Borough,North Pole,3
05/30/2021,Interior,Fairbanks North Star Borough,Salcha,1
05/30/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
05/30/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
05/30/2021,Northern,Nome Census Area,Nome,7
05/30/2021,Northern,Nome Census Area,Other,1
05/30/2021,Southeast,Juneau City and Borough,Juneau,1
05/31/2021,Anchorage,Anchorage Municipality,Anchorage,4
05/31/2021,Gulf Coast,Kenai Peninsula Borough,Kenai,2
05/31/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
05/31/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
05/31/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
05/31/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
05/31/2021,Northern,Nome Census Area,Nome,1
05/31/2021,Southeast,Juneau City and Borough,Juneau,3
05/31/2021,Southwest,Bethel Census Area,Other,1
06/01/2021,Anchorage,Anchorage Municipality,Anchorage,5
06/01/2021,Gulf Coast,Kenai Peninsula Borough,Homer,1
06/01/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
06/01/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
06/01/2021,Interior,Fairbanks North Star Borough,Fairbanks,2
06/01/2021,Interior,Fairbanks North Star Borough,North Pole,2
06/01/2021,Interior,Fairbanks North Star Borough,Salcha,2
06/01/2021,Interior,Southeast Fairbanks Census Area,Tok,2
06/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
06/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
06/01/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
06/01/2021,Southeast,Juneau City and Borough,Juneau,4
06/01/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,3
06/01/2021,Southeast,Prince of Wales-Hyder Census Area,Other,2
06/01/2021,Southeast,Sitka City and Borough,Sitka,1
06/02/2021,Anchorage,Anchorage Municipality,Anchorage,11
06/02/2021,Anchorage,Anchorage Municipality,Chugiak,1
06/02/2021,Anchorage,Anchorage Municipality,Eagle River,1
06/02/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
06/02/2021,Gulf Coast,Kenai Peninsula Borough,Seward,1
06/02/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
06/02/2021,Interior,Fairbanks North Star Borough,Fairbanks,5
06/02/2021,Interior,Fairbanks North Star Borough,North Pole,1
06/02/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,1
06/02/2021,Interior,Southeast Fairbanks Census Area,Tok,2
06/02/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
06/02/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,7
06/02/2021,Southeast,Juneau City and Borough,Juneau,7
06/02/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,1
06/02/2021,Southeast,Prince of Wales-Hyder Census Area,Other,3
06/02/2021,Southeast,Wrangell City and Borough,Wrangell,1
06/03/2021,Anchorage,Anchorage Municipality,Anchorage,11
06/03/2021,Gulf Coast,Kenai Peninsula Borough,Nikiski,2
06/03/2021,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
06/03/2021,Gulf Coast,Kodiak Island Borough,Kodiak,1
06/03/2021,Interior,Fairbanks North Star Borough,Fairbanks,1
06/03/2021,Interior,Fairbanks North Star Borough,Other,1
06/03/2021,Interior,Southeast Fairbanks Census Area,Delta Junction,2
06/03/2021,Interior,Southeast Fairbanks Census Area,Other,1
06/03/2021,Interior,Southeast Fairbanks Census Area,Tok,4
06/03/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
06/03/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
06/03/2021,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
06/03/2021,Northern,Northwest Arctic Borough,Other,2
06/03/2021,Southeast,Juneau City and Borough,Juneau,4
06/03/2021,Southeast,Ketchikan Gateway Borough,Ketchikan,2
06/03/2021,Southeast,Prince of Wales-Hyder Census Area,Craig,5
06/03/2021,Southeast,Prince of Wales-Hyder Census Area,Metlakatla,1
